account_id,unique_senders,unique_receivers,incoming_count,outgoing_count,total_received,total_sent,pass_through_ratio,rapid_movements,network_risk_score,network_risk_level,network_risk_reasons
ACC100024,9,13,9,13,13285.99,34587.32,2.6,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100637,5,11,5,11,4090.95,18763.46,4.59,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100383,8,12,8,12,10694.62,33425.5,3.13,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100526,11,7,11,7,14728.31,7694.13,0.52,0,45,MEDIUM,10+ incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100232,9,11,9,11,11770.63,13865.02,1.18,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100627,9,8,9,8,14130.53,46780.75,3.31,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100455,7,10,7,10,8920.24,31694.51,3.55,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100134,7,9,7,9,11717.83,17468.72,1.49,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100691,6,8,6,8,17562.75,22233.91,1.27,0,45,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Potential intermediary account
ACC100451,12,12,13,12,71504.44,23411.22,0.33,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100162,13,10,13,10,38721.82,14188.66,0.37,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100235,11,8,11,8,93854.48,38869.67,0.41,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100334,13,9,13,9,43898.71,14702.42,0.33,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100542,12,8,12,8,58761.37,7483.17,0.13,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100947,16,11,17,11,75459.27,17327.83,0.23,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100417,17,9,17,9,48521.18,17643.86,0.36,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100761,11,8,11,8,26274.45,10034.65,0.38,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100209,13,8,13,8,63556.31,30844.45,0.49,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100452,11,12,11,12,37506.93,12867.25,0.34,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100425,13,11,13,11,35337.11,15085.02,0.43,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100996,16,8,16,8,131774.21,14550.54,0.11,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100997,15,8,15,8,91776.47,40377.84,0.44,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100428,10,13,10,13,35652.52,16055.4,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100190,17,11,17,11,47285.02,12466.77,0.26,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100870,16,8,16,8,145519.79,40152.11,0.28,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100971,13,8,13,8,25680.54,9196.67,0.36,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100478,10,9,10,9,44017.93,19794.78,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100899,14,9,14,9,36782.0,11534.49,0.31,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100119,16,8,16,8,34048.77,9323.45,0.27,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100752,14,11,14,11,35125.09,16149.91,0.46,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100098,10,14,10,14,92275.77,17339.9,0.19,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100702,18,11,18,11,63632.29,24668.86,0.39,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100516,12,8,12,8,20237.54,9899.06,0.49,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100590,13,10,13,10,53544.56,22517.55,0.42,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100260,13,8,13,8,33529.92,10042.97,0.3,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100797,13,10,13,10,30912.22,8216.53,0.27,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100769,11,10,11,10,35922.69,10713.8,0.3,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100289,11,16,11,16,101460.76,30145.36,0.3,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100570,13,9,13,9,102073.85,26297.2,0.26,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100990,10,10,10,11,69750.23,34551.26,0.5,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100392,11,11,11,11,30307.79,11538.59,0.38,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100441,12,11,12,11,19121.91,7847.37,0.41,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100444,15,8,15,8,27668.97,12264.91,0.44,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100596,14,8,14,9,58213.81,23820.04,0.41,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100576,12,10,12,10,36997.8,13680.63,0.37,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100757,19,14,19,15,47753.12,21668.88,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100017,13,9,13,9,19339.67,9458.13,0.49,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100651,13,10,13,10,28327.88,12741.52,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100202,12,10,12,10,31328.35,14121.34,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100214,12,9,12,9,26524.89,4517.45,0.17,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100042,12,11,12,11,126939.1,49599.2,0.39,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100133,14,8,14,8,107567.43,16367.5,0.15,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100910,16,15,17,15,35217.26,15896.02,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100396,11,12,11,12,35219.86,9100.65,0.26,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100249,11,9,12,9,43533.07,19688.8,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100463,13,11,13,11,130259.84,20284.25,0.16,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100955,10,8,10,8,57710.78,18053.52,0.31,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100185,14,15,14,15,136709.69,23799.2,0.17,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100011,12,8,12,8,56525.55,7432.24,0.13,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100304,10,8,10,8,26812.23,7596.48,0.28,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100099,10,12,10,12,62100.88,14039.5,0.23,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100658,10,8,10,8,124338.47,13666.71,0.11,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100426,12,14,12,14,137381.28,26034.09,0.19,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100266,14,12,14,12,36550.52,17813.64,0.49,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100136,9,8,9,8,22538.79,9079.88,0.4,1,40,MEDIUM,Multiple incoming counterparties | 8+ outgoing counterparties | Rapid incoming-to-outgoing movement
ACC100397,11,12,11,12,26871.09,10911.7,0.41,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100993,11,9,11,9,108762.89,21965.71,0.2,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100423,17,10,17,10,56006.5,14444.62,0.26,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100965,11,12,11,12,26336.27,10432.78,0.4,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100745,11,11,11,11,64446.47,26448.63,0.41,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100500,11,12,11,12,28474.3,11850.13,0.42,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100199,12,9,12,10,27259.1,12736.04,0.47,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100276,13,10,13,10,50890.77,10963.7,0.22,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100014,13,9,13,9,124183.58,21744.37,0.18,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100789,10,9,10,9,25511.18,11569.4,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100132,12,10,12,10,49893.59,13311.92,0.27,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100619,10,10,10,10,26166.73,11749.43,0.45,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100036,10,9,10,9,29333.27,14441.23,0.49,0,40,MEDIUM,10+ incoming counterparties | 8+ outgoing counterparties
ACC100845,7,7,7,7,11022.86,12885.71,1.17,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100927,5,5,5,5,8024.87,7607.01,0.95,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100946,8,6,8,6,5670.57,9500.0,1.68,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100900,8,6,8,6,13255.99,22009.04,1.66,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100905,9,7,10,7,9078.13,10395.78,1.15,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100245,7,6,7,6,18808.61,19908.77,1.06,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100148,9,4,9,4,11979.25,9706.37,0.81,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100424,8,7,8,7,23083.35,13383.96,0.58,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100744,9,5,9,5,9914.63,13204.16,1.33,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100037,9,7,9,7,10459.02,16355.91,1.56,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100144,9,7,9,7,15939.57,11016.2,0.69,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100091,5,7,5,7,6681.82,20629.59,3.09,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100528,6,5,6,5,9868.81,8519.95,0.86,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100188,6,7,6,7,10515.05,8410.84,0.8,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100351,8,7,8,7,20640.8,17399.89,0.84,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100211,9,7,10,7,20275.21,11299.09,0.56,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100395,8,7,8,7,29817.03,19988.83,0.67,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100484,7,7,7,7,11905.62,34815.77,2.92,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100924,5,7,5,7,5371.85,7740.1,1.44,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100896,5,7,5,7,3744.56,11546.15,3.08,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100821,8,6,9,6,18743.51,15960.54,0.85,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100458,8,6,8,6,6330.94,19828.24,3.13,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100063,7,6,7,6,14353.01,20942.37,1.46,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100985,8,5,8,5,17451.58,18680.4,1.07,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100530,8,7,8,7,8405.81,28693.13,3.41,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100230,9,7,9,7,14040.88,26568.51,1.89,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100504,9,6,9,6,18762.7,11418.26,0.61,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100562,9,4,9,4,20635.38,17145.27,0.83,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100035,6,7,6,7,8359.46,6667.98,0.8,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100125,7,5,7,5,7598.42,10164.51,1.34,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100071,9,6,9,6,11387.58,17089.69,1.5,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100299,9,6,9,6,15983.81,16876.42,1.06,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100951,6,7,6,7,7585.48,13365.18,1.76,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100544,8,7,8,7,19715.21,25161.18,1.28,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100040,9,5,9,5,12214.34,11733.21,0.96,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100264,8,6,8,6,15798.73,9325.1,0.59,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100729,9,6,9,6,12632.82,41885.16,3.32,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100555,8,7,8,7,12812.78,11617.17,0.91,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100893,7,7,7,7,16801.01,19286.7,1.15,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100688,7,7,7,7,9126.78,11385.58,1.25,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100942,7,7,7,7,9456.74,39943.08,4.22,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100153,5,6,5,6,3197.68,22245.68,6.96,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100336,9,7,9,7,18386.71,26327.64,1.43,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100242,6,6,6,6,10359.53,9438.54,0.91,0,35,LOW,Multiple incoming counterparties | Multiple outgoing counterparties | Potential intermediary account
ACC100191,9,9,9,9,31218.64,13868.16,0.44,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100326,15,7,15,7,25186.55,9237.73,0.37,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100586,13,6,13,6,34001.73,8472.87,0.25,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100970,13,6,13,6,81105.91,10335.45,0.13,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100045,13,4,13,4,25054.52,3718.78,0.15,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100262,8,10,8,10,18759.31,9318.65,0.5,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100802,8,10,8,10,24513.45,9911.88,0.4,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100595,6,9,6,9,101902.13,21487.23,0.21,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100233,14,7,14,7,39610.7,11884.87,0.3,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100409,12,7,12,7,87113.89,16772.32,0.19,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100055,11,6,11,6,24445.96,7382.06,0.3,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100545,12,6,12,6,30208.1,2274.02,0.08,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100466,6,14,6,14,83593.5,27674.31,0.33,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100890,9,9,9,9,20270.13,9380.23,0.46,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100433,10,6,10,6,39869.91,14295.34,0.36,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100904,14,7,14,7,25154.4,8455.32,0.34,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100187,9,9,9,9,71299.76,17099.59,0.24,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100343,7,10,7,10,28616.96,12846.69,0.45,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100112,17,6,17,6,41009.26,3358.75,0.08,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100690,14,7,14,7,42352.07,8459.69,0.2,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100687,18,6,18,6,57123.52,14257.49,0.25,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100521,8,8,8,8,39118.01,9379.0,0.24,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100141,5,9,6,9,21800.27,10592.98,0.49,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100696,17,4,17,4,41988.85,4688.08,0.11,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100352,9,9,9,9,134271.2,20255.92,0.15,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100079,10,7,10,7,28459.37,13102.13,0.46,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100639,15,7,15,7,52264.62,10526.32,0.2,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100894,10,7,10,7,49177.69,3884.8,0.08,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100184,14,5,14,5,37406.47,11183.79,0.3,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100448,13,7,14,7,152005.76,33415.83,0.22,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100475,14,6,14,6,21987.85,6495.29,0.3,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100088,11,4,11,4,29524.05,2268.33,0.08,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100717,6,11,6,11,130544.04,23293.43,0.18,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100227,12,6,12,6,40717.36,7290.39,0.18,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100075,10,5,10,5,167744.5,21107.92,0.13,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100353,11,6,11,6,20179.58,5960.02,0.3,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100160,12,6,12,6,55698.55,9107.15,0.16,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100868,10,7,10,7,39170.35,3715.71,0.09,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100053,10,7,10,7,42581.78,9172.46,0.22,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100371,12,5,12,5,24570.17,11278.88,0.46,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100234,7,10,7,10,128284.83,36226.69,0.28,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100572,12,5,12,5,51656.66,3909.25,0.08,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100161,7,12,7,12,35401.89,12409.34,0.35,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100760,17,7,17,7,40870.74,12410.56,0.3,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100694,6,8,6,8,104209.8,47447.64,0.46,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100514,17,6,17,6,55479.24,17289.57,0.31,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100273,10,6,10,6,19796.42,5879.38,0.3,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100226,16,7,16,7,97124.66,10219.57,0.11,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100884,18,5,19,5,43834.97,16155.02,0.37,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100350,7,9,7,9,29290.55,5683.72,0.19,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100944,14,5,14,5,68953.91,10825.4,0.16,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100087,7,12,7,12,96413.48,31951.3,0.33,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100173,6,9,6,9,31963.48,11769.32,0.37,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100294,13,4,13,4,20243.16,4471.47,0.22,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100960,12,4,12,4,35358.98,6929.57,0.2,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100933,8,10,8,10,146935.92,21181.3,0.14,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100469,13,7,13,7,148256.39,7288.56,0.05,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100623,11,6,12,6,33600.47,15981.64,0.48,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100838,16,5,17,5,33566.66,9777.78,0.29,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100605,15,5,15,5,26354.63,4091.98,0.16,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100471,9,10,10,10,21651.04,10689.47,0.49,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100140,10,4,10,4,30053.09,10987.94,0.37,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100533,9,8,9,8,23624.91,4788.6,0.2,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100297,9,13,9,13,50710.08,23115.02,0.46,0,30,LOW,Multiple incoming counterparties | 8+ outgoing counterparties
ACC100661,11,7,11,7,18516.05,8017.0,0.43,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100897,14,6,14,6,16848.93,6327.02,0.38,0,30,LOW,10+ incoming counterparties | Multiple outgoing counterparties
ACC100247,3,12,3,12,3892.87,35685.05,9.17,0,20,LOW,8+ outgoing counterparties
ACC100809,9,6,9,6,102352.98,17679.52,0.17,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100205,4,8,4,8,5396.75,10717.58,1.99,0,20,LOW,8+ outgoing counterparties
ACC100201,8,7,8,7,16580.36,6109.4,0.37,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100712,13,1,13,1,131778.67,1423.19,0.01,0,20,LOW,10+ incoming counterparties
ACC100505,7,6,7,6,16967.28,8163.06,0.48,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100510,4,14,4,14,8197.53,25934.04,3.16,0,20,LOW,8+ outgoing counterparties
ACC100999,13,3,13,3,18816.99,4797.65,0.25,0,20,LOW,10+ incoming counterparties
ACC100259,3,14,3,14,5880.49,13335.01,2.27,0,20,LOW,8+ outgoing counterparties
ACC100243,4,9,4,9,4436.95,49080.2,11.06,0,20,LOW,8+ outgoing counterparties
ACC100833,4,8,4,8,13792.96,30627.1,2.22,0,20,LOW,8+ outgoing counterparties
ACC100206,9,6,9,6,47942.89,7583.82,0.16,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100501,3,9,3,9,3908.93,13864.06,3.55,0,20,LOW,8+ outgoing counterparties
ACC100043,8,7,8,7,27597.38,7656.22,0.28,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100077,9,5,9,5,18263.75,6818.05,0.37,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100592,6,5,6,5,13337.81,5280.52,0.4,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100019,6,7,6,7,80159.72,34251.65,0.43,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100196,9,6,9,6,20730.34,7636.59,0.37,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100803,4,11,4,11,3427.97,46303.77,13.51,0,20,LOW,8+ outgoing counterparties
ACC100391,8,6,8,6,43020.73,19078.28,0.44,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100730,2,11,2,11,1359.79,17214.97,12.66,0,20,LOW,8+ outgoing counterparties
ACC100771,3,16,3,16,3988.79,104829.09,26.28,0,20,LOW,8+ outgoing counterparties
ACC100589,4,13,4,13,4622.12,34164.4,7.39,0,20,LOW,8+ outgoing counterparties
ACC100485,3,11,3,11,4388.85,14813.8,3.38,0,20,LOW,8+ outgoing counterparties
ACC100261,4,14,4,14,6342.6,33730.64,5.32,0,20,LOW,8+ outgoing counterparties
ACC100287,3,10,3,10,5027.44,27467.13,5.46,0,20,LOW,8+ outgoing counterparties
ACC100977,3,11,3,11,1988.92,15387.56,7.74,0,20,LOW,8+ outgoing counterparties
ACC100686,8,4,8,4,8638.37,3876.06,0.45,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100810,4,12,4,12,4087.61,24439.56,5.98,0,20,LOW,8+ outgoing counterparties
ACC100361,8,7,8,7,53013.85,19517.74,0.37,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100988,4,11,4,11,8090.4,21629.64,2.67,0,20,LOW,8+ outgoing counterparties
ACC100241,11,3,11,3,10942.07,2309.39,0.21,0,20,LOW,10+ incoming counterparties
ACC100749,7,7,7,7,21461.86,9875.2,0.46,0,20,LOW,Multiple incoming counterparties | Multiple outgoing counterparties
ACC100004,3,19,3,19,3347.0,32348.55,9.66,0,20,LOW,8+ outgoing counterparties
